SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,FACE VALUE,Index,BSE_Security_Code,Listed_Company_Name,Ticker_Symbol,Official_Issuer_Name,Listing_Status,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,Instrument,ISIN
,,,,,,,549,506642,Sadhana Nitrochem Ltd.,SADHNANIQ,Sadhana Nitro Chem Ltd,Active,B ,1.0,INE888C01040,Equity,,,,,
,,,,,,,550,506655,Sudarshan Chemical Indus. Ltd.,SUDARSCHEM,Sudarshan Chemical Industries Ltd,Active,A ,2.0,INE659A01023,Equity,,,,,
,,,,,,,551,506680,Tecil Chemicals & Hydro Power Limit,TECILCHEM,Tecil Chemicals & Hydro Power Ltd,Active,B ,10.0,INE014B01011,Equity,,,,,
,,,,,,,552,506685,Ultramarine & Pigments Ltd.,ULTRAMAR,Ultramarine & Pigments Ltd-$,Active,B ,2.0,INE405A01021,Equity,,,,,
,,,,,,,553,506687,Transpek Industry Ltd.,TRANSPEK,Transpek Industry Ltd-$,Active,X ,10.0,INE687A01016,Equity,,,,,
,,,,,,,554,506690,Unichem Laboratories Ltd.,UNICHEMLAB,Unichem Laboratories Ltd,Active,B ,2.0,INE351A01035,Equity,,,,,
,,,,,,,555,506734,Mysore Petro Chemicals Ltd.,MYSORPETRO,Mysore Petro Chemicals Ltd-$,Active,X ,10.0,INE741A01011,Equity,,,,,
,,,,,,,556,506767,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Alkyl Amines Chemicals Ltd-$,Active,A ,2.0,INE150B01039,Equity,,,,,
,,,,,,,557,506808,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,Active,X ,10.0,INE400A01014,Equity,,,,,
,,,,,,,558,506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,AstraZeneca Pharma India Ltd,Active,A ,2.0,INE203A01020,Equity,,,,,
,,,,,,,559,506852,Primo Chemicals Limited,PRIMO,Primo Chemicals Ltd,Active,B ,2.0,INE607A01022,Equity,,,,,
,,,,,,,560,506854,TANFAC Industries Ltd.,TANFACIND,TANFAC Industries Ltd-$,Active,B ,10.0,INE639B01015,Equity,,,,,
,,,,,,,561,506858,Gujarat Petrosynthese Ltd.,GUJPETR,Gujarat Petrosynthese Ltd,Active,X ,10.0,INE636P01011,Equity,,,,,
,,,,,,,562,506863,Swadeshi Industries Leasing Co. Ltd,SWADEIN,Swadeshi Industries & Leasing Ltd,Active,XT,10.0,INE716M01034,Equity,,,,,
,,,,,,,563,506867,Master Chemicals Ltd.,MASCH,Master Chemicals Ltd,Active,Z ,10.0,INE523D01017,Equity,,,,,
,,,,,,,564,506879,Gujarat Themis Biosyn Ltd.,GUJTHEM,Gujarat Themis Biosyn Ltd,Active,B ,1.0,INE942C01045,Equity,,,,,
,,,,,,,565,506906,Saptak Chem And Business Limited,SCBL,Saptak Chem And Business Ltd,Active,XT,10.0,INE467X01023,Equity,,,,,
,,,,,,,566,506919,Makers Laboratories Ltd.,MAKERSL,Makers Laboratories Ltd-$,Active,X ,10.0,INE987A01010,Equity,,,,,
,,,,,,,567,506935,Continental Chemicals Ltd.,CONTCHM,Continental Chemicals Ltd,Active,X ,10.0,INE423K01015,Equity,,,,,
,,,,,,,568,506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,Active,A ,1.0,INE572A01036,Equity,,,,,
,,,,,,,569,506945,Indo Gulf Industries  Ltd.,IGLFXPL-B,Indo Gulf Industries Ltd,Active,P ,1.0,INE684U01011,Equity,,,,,
,,,,,,,570,506947,Advance Petrochemicals Ltd.,ADVPETR-B,Advance Petrochemicals Ltd,Active,X ,10.0,INE334N01018,Equity,,,,,
,,,,,,,571,506975,Rajasthan Petro Synthetics Ltd.,RAJSPTR,Rajasthan Petro Synthetics Ltd,Active,P ,10.0,INE374C01017,Equity,,,,,
,,,,,,,572,506979,Apt Packaging Ltd,APTPACK,Apt Packaging Ltd,Active,X ,10.0,INE046E01025,Equity,,,,,
,,,,,,,573,506981,Blue Chip Tex Industries Ltd.,BLUECHIPT,Bluechip Tex Industries Ltd,Active,X ,10.0,INE472D01017,Equity,,,,,
,,,,,,,574,507155,Jagatjit Industries Ltd.,JAGAJITIND,Jagatjit Industries Ltd,Active,X ,10.0,INE574A01016,Equity,,,,,
,,,,,,,575,507180,Kesar Enterprises Ltd.,KESARENT,Kesar Enterprises Ltd-$,Active,X ,1.0,INE133B01027,Equity,,,,,
,,,,,,,576,507205,Tilaknagar Industries Ltd,TI,Tilaknagar Industries Ltd-$,Active,A ,10.0,INE133E01013,Equity,,,,,
,,,,,,,577,507265,Emerald Leisures Limited,EMERALL,Emerald Leisures Ltd,Active,X ,5.0,INE044N01021,Equity,,,,,
,,,,,,,578,507300,The Ravalgaon Sugar Farm Limited,RAVALSUGAR,The Ravalgaon Sugar Farm Ltd,Active,X ,10.0,INE615A01025,Equity,,,,,
,,,,,,,579,507315,Sakthi Sugars Ltd.,SAKHTISUG,Sakthi Sugars Ltd,Active,B ,10.0,INE623A01011,Equity,,,,,
,,,,,,,580,507410,Walchandnagar Industries Ltd,WALCHANNAG,Walchandnagar Industries Ltd,Active,B ,2.0,INE711A01022,Equity,,,,,
,,,,,,,581,507438,IFB Agro Industries Ltd,IFBAGRO,IFB Agro Industries Ltd,Active,B ,10.0,INE076C01018,Equity,,,,,
,,,,,,,582,507474,Kothari Fermanatation & Biochem Ltd,KFBL,Kothari Fermentation & Biochem Ltd,Active,X ,10.0,INE991B01010,Equity,,,,,
,,,,,,,583,507486,Caprolactam Chemicals ltd.,CAPRO,Caprolactam Chemicals Ltd,Active,XT,10.0,INE470N01010,Equity,,,,,
,,,,,,,584,507488,G.M. Breweries Ltd.,GMBREW,GM Breweries Ltd,Active,B ,10.0,INE075D01018,Equity,,,,,
,,,,,,,585,507490,Rana Sugars Ltd.,RANASUG,Rana Sugars Ltd,Active,B ,10.0,INE625B01014,Equity,,,,,
,,,,,,,586,507498,Piccadily Sugar  & Allied Ltd.,PICCASUG,Piccadily Sugar & Allied Industries Ltd,Active,X ,10.0,INE544C01023,Equity,,,,,
,,,,,,,587,507514,Som Distilleries & Breweries Ltd.,SDBL,Som Distilleries & Breweries Ltd,Active,B ,2.0,INE480C01038,Equity,,,,,
,,,,,,,588,507515,C.J. Gelatine Products Ltd.,CJGEL,CJ Gelatine Products Ltd,Active,X ,10.0,INE557D01015,Equity,,,,,
,,,,,,,589,507526,Associated Alcohols & Breweries Ltd,ASALCBR,Associated Alcohols & Breweries Ltd,Active,B ,10.0,INE073G01016,Equity,,,,,
,,,,,,,590,507530,THAKKERS GROUP LIMITED,THAKKERS,Thakkers Group Ltd,Active,X ,10.0,INE04VT01017,Equity,,,,,
,,,,,,,591,507543,Coromandel Agro Products & Oils Ltd,CORAGRO,Coromandel Agro Products & Oils Ltd,Active,P ,10.0,INE495D01018,Equity,,,,,
,,,,,,,592,507552,Foods & Inns Ltd.,FOODSIN,Foods & Inns Ltd,Active,B ,1.0,INE976E01023,Equity,,,,,
,,,,,,,593,507580,IVP Ltd.,IVP,IVP Ltd,Active,B ,10.0,INE043C01018,Equity,,,,,
,,,,,,,594,507598,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,Active,X ,10.0,INE014E01015,Equity,,,,,
,,,,,,,595,507609,Olympic Oil Industries Ltd.,OLYOI,Olympic Oil Industries Ltd,Active,X ,10.0,INE286E01019,Equity,,,,,
,,,,,,,596,507621,Milkfood Ltd.,MLKFOOD,Milkfood Ltd,Active,X ,5.0,INE588G01021,Equity,,,,,
,,,,,,,597,507645,Polson Ltd.,POLSON,Polson Ltd,Active,X ,50.0,INE339F01021,Equity,,,,,
,,,,,,,598,507663,SIGNATURE GREEN CORPORATION LIMITED,SIGNGCL,Signature Green Corporation Ltd,Active,X ,10.0,INE131O01024,Equity,,,,,
,,,,,,,599,507685,Wipro  Ltd.,WIPRO,Wipro Ltd,Active,A ,2.0,INE075A01022,Equity,,,,,
,,,,,,,600,507690,Orient Beverages Ltd.,ORIBEVER,Orient Beverages Ltd,Active,X ,10.0,INE247F01018,Equity,,,,,
,,,,,,,601,507717,Dhanuka Agritech Ltd.,DHANUKA,Dhanuka Agritech Ltd,Active,B ,2.0,INE435G01025,Equity,,,,,
,,,,,,,602,507747,TTK Healthcare Ltd.,TTKHLTCARE,TTK Healthcare Ltd-$,Active,B ,10.0,INE910C01018,Equity,,,,,
,,,,,,,603,507753,TGV SRAAC LIMITED,TGVSL,TGV Sraac Ltd,Active,B ,10.0,INE284B01028,Equity,,,,,
,,,,,,,604,507759,Lime Chemicals Ltd.,LIMECHM,Lime Chemicals Ltd,Active,X ,10.0,INE891G01011,Equity,,,,,
,,,,,,,605,507779,Kanpur Plastipack Limited,KANPRPLA,Kanpur Plastipack Ltd,Active,B ,10.0,INE694E01014,Equity,,,,,
,,,,,,,606,507785,Tainwala Chemicals & Plastics Ltd,TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd,Active,B ,10.0,INE123C01018,Equity,,,,,
,,,,,,,607,507789,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd,Active,B ,2.0,INE048B01035,Equity,,,,,
,,,,,,,608,507794,Khaitan Chemicals & Fertilizers Ltd,KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,Active,B ,1.0,INE745B01028,Equity,,,,,
,,,,,,,609,507808,United Leasing & Industries Ltd,UNTTEMI,United Leasing & Industries Ltd,Active,P ,10.0,INE357P01014,Equity,,,,,
,,,,,,,610,507813,National Oxygen Ltd.,NOL,National Oxygen Ltd,Active,X ,10.0,INE296D01010,Equity,,,,,
,,,,,,,611,507815,Gillette India Ltd.,GILLETTE,Gillette India Ltd,Active,A ,10.0,INE322A01010,Equity,,,,,
,,,,,,,612,507817,Wires & Fabriks (SA) Ltd.,WIREFABR,Wires & Fabriks SA Ltd,Active,X ,10.0,INE469D01013,Equity,,,,,
,,,,,,,613,507828,ANSAL HOUSING LIMITED,ANSALHSG,Ansal Housing Ltd-$,Active,X ,10.0,INE880B01015,Equity,,,,,
,,,,,,,614,507833,Computer Point Ltd.,COMPUPN,Computer Point Ltd,Active,X ,10.0,INE607B01012,Equity,,,,,
,,,,,,,615,507836,Mac Charles (India) Ltd.,MCCHRLS-B,Mac Charles India Ltd,Active,X ,10.0,INE435D01014,Equity,,,,,
,,,,,,,616,507852,Addi Industries Ltd.,ADDIND,Addi Industries Ltd-$,Active,X ,5.0,INE757C01021,Equity,,,,,
,,,,,,,617,507864,Pioneer Investcorp Ltd,PIONRINV,Pioneer Investcorp Ltd,Active,XT,10.0,INE746D01014,Equity,,,,,
,,,,,,,618,507872,Ashnoor Textiles Mills Ltd.,ASHNOOR,Ashnoor Textile Mills Ltd,Active,X ,10.0,INE372I01018,Equity,,,,,
,,,,,,,619,507878,Unitech Ltd.,UNITECH,Unitech Ltd,Active,B ,2.0,INE694A01020,Equity,,,,,
,,,,,,,620,507880,V.I.P. Industries Ltd.,VIPIND,VIP Industries Ltd-$,Active,A ,2.0,INE054A01027,Equity,,,,,
,,,,,,,621,507910,FIBERWEB (INDIA) LTD.,FIBERWEB,Fiberweb India Ltd,Active,B ,10.0,INE296C01020,Equity,,,,,
,,,,,,,622,507912,LKP Finance Limited,LKPFIN,LKP Finance Ltd,Active,XT,10.0,INE724A01017,Equity,,,,,
,,,,,,,623,507917,East Buildtech Limited,EASTBUILD,East Buildtech Ltd,Active,XT,10.0,INE706N01017,Equity,,,,,
,,,,,,,624,507938,Manipal Finance Corporation Ltd.,MNPLFIN,Manipal Finance Corporation Ltd,Active,P ,10.0,INE798E01013,Equity,,,,,
,,,,,,,625,507944,Bajaj Steel Industries Ltd.,BAJAJST,Bajaj Steel Industries Ltd,Active,B ,5.0,INE704G01024,Equity,,,,,
,,,,,,,626,507946,Kiduja  India  Ltd,KIDUJA,Kiduja India Ltd,Active,X ,1.0,INE845A01028,Equity,,,,,
,,,,,,,627,507948,Key Corp Ltd,KEYCORP,Key Corporation Ltd,Active,XT,10.0,INE130F01016,Equity,,,,,
,,,,,,,628,507952,Shikhar Leasing and Trading Ltd.,SHIKHARLETR,Shikhar Leasing & Trading Ltd,Active,XT,10.0,INE02BV01019,Equity,,,,,
,,,,,,,629,507960,Gujarat Hotels Ltd.,GUJHOTE,Gujarat Hotels Ltd,Active,X ,10.0,INE621C01011,Equity,,,,,
,,,,,,,630,507962,FYNX CAPITAL LIMITED,FYNX,Fynx Capital Ltd,Active,XT,10.0,INE455H01013,Equity,,,,,
,,,,,,,631,507966,Ras Resorts & Apart Hotels Ltd.,RASRESOR,Ras Resorts & Apart Hotels Ltd,Active,X ,10.0,INE651D01016,Equity,,,,,
,,,,,,,632,507968,Jolly Plastic Industries Ltd.,JOLYPLS,Jolly Plastic Industries Ltd,Active,P ,10.0,INE289M01016,Equity,,,,,
,,,,,,,633,507970,Paramount Cosmetics (India) Ltd,PARMCOS-B,Paramount Cosmetics India Ltd,Active,X ,10.0,INE143I01013,Equity,,,,,
,,,,,,,634,507981,Jindal Hotels Ltd.,JINDHOT,Jindal Hotels Ltd,Active,X ,10.0,INE726D01016,Equity,,,,,
,,,,,,,635,507984,SER Industries Ltd,SERIND,SER Industries Ltd,Active,XT,10.0,INE358F01013,Equity,,,,,
,,,,,,,636,507987,Jupiter Industries & Leasing Ltd.,JPTRLES,Jupiter Industries & Leasing Ltd,Active,P ,10.0,INE990E01016,Equity,,,,,
,,,,,,,637,507998,Simmonds-Marshall Ltd,SIMMOND,Simmonds Marshall Ltd,Active,X ,2.0,INE657D01021,Equity,,,,,
,,,,,,,638,508136,B & A Ltd.,BNALTD,B & A Ltd,Active,X ,10.0,INE489D01011,Equity,,,,,
,,,,,,,639,508486,Hawkins Cooker Ltd.,HAWKINCOOK,Hawkins Cookers Ltd-$,Active,B ,10.0,INE979B01015,Equity,,,,,
,,,,,,,640,508494,Warren Tea Ltd.,WARRENTEA,Warren Tea Ltd-$,Active,X ,10.0,INE712A01012,Equity,,,,,
,,,,,,,641,508571,Cochin Malabar Estates & Indus. Ltd,COCHMAL,Cochin Malabar Estates & Industries Ltd,Active,X ,10.0,INE788M01017,Equity,,,,,
,,,,,,,642,508664,Best Eastern Hotels Limited,BESTEAST,Best Eastern Hotels Ltd,Active,X ,1.0,INE553F01035,Equity,,,,,
,,,,,,,643,508670,Neelamalai Agro Industries Ltd.,NEAGI,Neelamalai Agro Industries Ltd,Active,X ,10.0,INE605D01012,Equity,,,,,
,,,,,,,644,508807,IST Limited,ISTLTD,I S T Ltd,Active,B ,5.0,INE684B01029,Equity,,,,,
,,,,,,,645,508814,Cosmo First Limited,COSMOFIRST,Cosmo First Ltd,Active,B ,10.0,INE757A01017,Equity,,,,,
,,,,,,,646,508860,Diamant Infrastructure Limited,DIAMANT,Diamant Infrastructure Ltd,Active,XT,2.0,INE206I01026,Equity,,,,,
,,,,,,,647,508867,New Markets Advisory Ltd,NEWMKTADV,New Markets Advisory Ltd,Active,XT,10.0,INE800K01014,Equity,,,,,
,,,,,,,648,508869,Apollo Hospitals Enterprises Ltd.,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Active,A ,5.0,INE437A01024,Equity,,,,,
,,,,,,,649,508875,Nitin Castings Limited,NITINCAST,Nitin Castings Ltd,Active,X ,5.0,INE861H01020,Equity,,,,,
,,,,,,,650,508905,NEXOME CAPITAL MARKETS LIMITED,NEXOME,Nexome Capital Markets Ltd,Active,X ,10.0,INE641A01013,Equity,,,,,
,,,,,,,651,508906,Everest Industries Ltd.,EVERESTIND,Everest Industries Ltd,Active,B ,10.0,INE295A01018,Equity,,,,,
,,,,,,,652,508918,IRONWOOD EDUCATION LIMITED,IRONWOOD,Ironwood Education Ltd,Active,X ,10.0,INE791H01011,Equity,,,,,
,,,,,,,653,508922,MSR India Limited,MSRINDIA,MSR India Ltd,Active,XT,5.0,INE331L01026,Equity,,,,,
,,,,,,,654,508929,AVISHKAR INFRA REALTY LIMITED,AIRLTD,Avishkar Infra Realty Ltd,Active,X ,10.0,INE433O01024,Equity,,,,,
,,,,,,,655,508933,AYM Syntex Limited,AYMSYNTEX,AYM Syntex Ltd,Active,B ,10.0,INE193B01039,Equity,,,,,
,,,,,,,656,508941,Panasonic Carbon India Co.Ltd,PANCARBON,Panasonic Carbon India Company Ltd-$,Active,X ,10.0,INE013E01017,Equity,,,,,
,,,,,,,657,508954,Finkurve Financial Services Limited,FINKURVE,Finkurve Financial Services Ltd,Active,B ,1.0,INE734I01027,Equity,,,,,
,,,,,,,658,508956,HB Leasing & Finance Co. Ltd.,HBLEAS,HB Leasing & Finance Company Ltd,Active,X ,10.0,INE549B01016,Equity,,,,,
,,,,,,,659,508961,Shricon Industries Ltd.,SHRICON,Shricon Industries Ltd,Active,XT,10.0,INE753D01010,Equity,,,,,
,,,,,,,660,508963,TRUSTWAVE SECURITIES LIMITED,TRUSTWAVE,Trustwave Securities Ltd,Active,XT,10.0,INE668Y01016,Equity,,,,,
,,,,,,,661,508969,Sulabh Engineers & Services Limited,SULABEN,Sulabh Engineers & Services Ltd,Active,X ,1.0,INE673M01029,Equity,,,,,
,,,,,,,662,508980,Frontier Capital Limited,FRONTCAP,Frontier Capital Ltd,Active,XT,10.0,INE977E01013,Equity,,,,,
,,,,,,,663,508989,Navneet Education Limited,NAVNETEDUL,Navneet Education Ltd,Active,B ,2.0,INE060A01024,Equity,,,,,
,,,,,,,664,508993,Kedia Construction Co. Ltd.,KEDIACN,Kedia Construction Company Ltd ,Active,XT,5.0,INE511J01027,Equity,,,,,
,,,,,,,665,509003,Transoceanic Properties Ltd.,TRANOCE,Transoceanic Properties Ltd,Active,XT,10.0,INE074J01018,Equity,,,,,
,,,,,,,666,509009,AuSom Enterprise Limited,AUSOMENT,AuSom Enterprise Ltd,Active,T ,10.0,INE218C01016,Equity,,,,,
,,,,,,,667,509015,Thakral Services (India) Limited,THAKRAL,Thakral Services India Ltd,Active,X ,3.0,INE190F01028,Equity,,,,,
,,,,,,,668,509020,Ruchi Infrastructure Ltd,RUCHINFRA,Ruchi Infrastructure Ltd,Active,B ,1.0,INE413B01023,Equity,,,,,
,,,,,,,669,509024,Golden Legand Leasing & Finance Ltd,GOLDLEG,Golden Legand Leasing & finance Ltd,Active,X ,10.0,INE088E01019,Equity,,,,,
,,,,,,,670,509026,VJTF Eduservices Limited,VJTFEDU,VJTF Eduservices Ltd,Active,X ,10.0,INE117F01013,Equity,,,,,
,,,,,,,671,509038,Voltaire Leasing & Finance Ltd.,VOLLF,Voltaire Leasing & Finance Ltd ,Active,X ,10.0,INE763D01019,Equity,,,,,
,,,,,,,672,509040,Netlink Solutions (India) Ltd.,NETLINK,Netlink Solutions India Ltd,Active,X ,10.0,INE040F01033,Equity,,,,,
,,,,,,,673,509046,TRILIANCE POLYMERS LIMITED,TRILIANCE,Triliance Polymers Ltd,Active,XT,10.0,INE778N01016,Equity,,,,,
,,,,,,,674,509048,Lancor Holdings Ltd.,LANCORHOL,Lancor Holdings Ltd,Active,T ,2.0,INE572G01025,Equity,,,,,
,,,,,,,675,509051,Indian Infotech And Software Ltd.,INDINFO,Indian Infotech & Software Ltd,Active,X ,1.0,INE300B01022,Equity,,,,,
,,,,,,,676,509053,Banas Finance Limited,BANASFN,Banas Finance Ltd,Active,X ,10.0,INE521L01030,Equity,,,,,
,,,,,,,677,509055,Visaka Industries Ltd.,VISAKAIND,Visaka Industries Ltd,Active,B ,2.0,INE392A01021,Equity,,,,,
,,,,,,,678,509069,Infomedia Press Limited,INFOMEDIA,Infomedia Press Ltd,Active,B ,10.0,INE669A01022,Equity,,,,,
,,,,,,,679,509073,Hathway Bhawani Cabletel & Datacom,HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd,Active,X ,10.0,INE525B01016,Equity,,,,,
,,,,,,,680,509079,Gufic BioSciences Ltd.,GUFICBIO,Gufic Biosciences Ltd,Active,B ,1.0,INE742B01025,Equity,,,,,
,,,,,,,681,509084,Photon Capital Advisors Ltd,PHOTON,Photon Capital Advisors Ltd,Active,XT,10.0,INE107J01016,Equity,,,,,
,,,,,,,682,509099,Oswal Leasing Ltd.,OSWALEA,Oswal Leasing Ltd,Active,P ,10.0,INE811Q01018,Equity,,,,,
,,,,,,,683,509152,GRP Limited,GRPLTD,GRP Ltd,Active,B ,10.0,INE137I01015,Equity,,,,,
,,,,,,,684,509162,Indag Rubber Ltd.,INDAG,Indag Rubber Ltd-$,Active,X ,2.0,INE802D01023,Equity,,,,,
,,,,,,,685,509196,M.M. Rubber Company Ltd.,MMRUBBR-B,MM Rubber Company Ltd,Active,X ,2.0,INE159E01026,Equity,,,,,
,,,,,,,686,509220,PTL Enterprises Ltd,PTL,PTL Enterprises Ltd-$,Active,B ,1.0,INE034D01049,Equity,,,,,
,,,,,,,687,509243,TVS Srichakra Ltd.,TVSSRICHAK,TVS Srichakra Ltd-$,Active,B ,10.0,INE421C01016,Equity,,,,,
,,,,,,,688,509423,Sanathnagar Enterprises Limited,SEL,Sanathnagar Enterprises Ltd,Active,X ,10.0,INE367E01033,Equity,,,,,
,,,,,,,689,509438,Benares Hotels Ltd,BENARAS,Benares Hotels Ltd,Active,B ,10.0,INE664D01019,Equity,,,,,
,,,,,,,690,509449,Bhagwati Oxygen Ltd.,BHAGWOX,Bhagawati Oxygen Ltd,Active,X ,10.0,INE026I01010,Equity,,,,,
,,,,,,,691,509470,BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1,Bombay Oxygen Investments Ltd,Active,X ,100.0,INE01TL01014,Equity,,,,,
,,,,,,,692,509472,Cravatex Ltd.,CRAVATEX,Cravatex Ltd,Active,X ,10.0,INE145E01017,Equity,,,,,
,,,,,,,693,509480,Berger Paints India Ltd,BERGEPAINT,Berger Paints India Ltd,Active,A ,1.0,INE463A01038,Equity,,,,,
,,,,,,,694,509486,Caprihans India Ltd.,CAPRIHANS,Caprihans India Ltd-$,Active,X ,10.0,INE479A01018,Equity,,,,,
,,,,,,,695,509488,Graphite India Ltd.,GRAPHITE,Graphite India Ltd,Active,A ,2.0,INE371A01025,Equity,,,,,
,,,,,,,696,509496,Cemindia Projects Limited,CEMPRO,Cemindia Projects Ltd,Active,A ,1.0,INE686A01026,Equity,,,,,
,,,,,,,697,509525,Empire Industries Ltd.,EMPIND,Empire Industries Ltd,Active,X ,10.0,INE515H01014,Equity,,,,,
,,,,,,,698,509546,Graviss Hospitality Ltd,GRAVISSHO,Graviss Hospitality Ltd,Active,X ,2.0,INE214F01026,Equity,,,,,
,,,,,,,699,509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10.0,INE276A01018,Equity,,,,,
,,,,,,,700,509563,Garware Marine Industries Ltd.,GARWAMAR,Garware Marine Industries Ltd,Active,X ,10.0,INE925D01014,Equity,,,,,
,,,,,,,701,509567,Goa Carbon Ltd.,GOACARBON,Goa Carbon Ltd-$,Active,B ,10.0,INE426D01013,Equity,,,,,
,,,,,,,702,509597,Hardcastle & Waud Mfg. Co. Ltd.,HARDCAS,Hardcastle & Waud Manufacturing Company Ltd,Active,X ,10.0,INE722D01015,Equity,,,,,
,,,,,,,703,509631,HEG Ltd.,HEG,HEG Ltd,Active,A ,2.0,INE545A01024,Equity,,,,,
,,,,,,,704,509635,Hindustan Composites Ltd,HINDCOMPOS,Hindustan Composites Ltd,Active,B ,5.0,INE310C01029,Equity,,,,,
,,,,,,,705,509650,Hindustan Housing Co. Ltd.,ZHINDHSG,Hindustan Housing Company Ltd ,Active,XT,25.0,INE083O01019,Equity,,,,,
,,,,,,,706,509675,BIRLANU LIMITED,BIRLANU,Birlanu Ltd,Active,B ,10.0,INE557A01011,Equity,,,,,
,,,,,,,707,509692,Indian Card Clothing Ltd,INDIANCARD,Indian Card Clothing Company Ltd,Active,B ,10.0,INE061A01014,Equity,,,,,
,,,,,,,708,509709,International Conveyors Ltd.,INTLCONV,International Conveyors Ltd,Active,B ,1.0,INE575C01027,Equity,,,,,
,,,,,,,709,509715,Jay Shree Tea & Industries Ltd.,JAYSREETEA,Jay Shree Tea & Industries Ltd,Active,B ,5.0,INE364A01020,Equity,,,,,
,,,,,,,710,509732,Kothari Industrial Corpn. Ltd.,KOTIC,Kothari Industrial Corporation Ltd,Active,B ,5.0,INE972A01020,Equity,,,,,
,,,,,,,711,509760,Modern Shares and Stockbrokers Ltd.,MODRNSH,Modern Shares & Stockbrokers Ltd,Active,X ,10.0,INE370A01019,Equity,,,,,
,,,,,,,712,509762,Mapro Industries Ltd,MAPROIN,Mapro Industries Ltd,Active,XT,10.0,INE848M01019,Equity,,,,,
,,,,,,,713,509782,Oseaspre Consultants Ltd.,OSEASPR,Oseaspre Consultants Ltd,Active,XT,10.0,INE880P01015,Equity,,,,,
,,,,,,,714,509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Huhtamaki India Ltd,Active,B ,2.0,INE275B01026,Equity,,,,,
,,,,,,,715,509835,Premier Synthetics Ltd.,PREMSYN,Premier Synthetics Ltd,Active,X ,10.0,INE940N01012,Equity,,,,,
,,,,,,,716,509845,R.J. Shah & Co. Ltd.,RJSHAH,RJ Shah & Company Ltd,Active,P ,10.0,INE712Z01019,Equity,,,,,
,,,,,,,717,509870,Shah Construction Co. Ltd.,SHAHCON,Shah Construction Company Ltd,Active,X ,100.0,INE02C301011,Equity,,,,,
,,,,,,,718,509874,Shalimar Paints Ltd.,SHALPAINTS,Shalimar Paints Ltd-$,Active,B ,2.0,INE849C01026,Equity,,,,,
,,,,,,,719,509887,Sinnar Bidi Udyog Ltd.,SINNAR,Sinnar Bidi Udyog Ltd,Active,XT,5.0,INE896E01023,Equity,,,,,
,,,,,,,720,509895,Hindoostan Mills Ltd.,HINDMILL,Hindoostan Mills Ltd,Active,X ,10.0,INE832D01020,Equity,,,,,
,,,,,,,721,509910,Southern Gas Ltd.,ZSOUTGAS,Southern Gas Ltd,Active,P ,100.0,INE532U01012,Equity,,,,,
,,,,,,,722,509917,Technojet Consultants Ltd.,TECHCON,Technojet Consultants Ltd,Active,XT,10.0,INE881P01013,Equity,,,,,
,,,,,,,723,509930,Supreme Industries Ltd.,SUPREMEIND,Supreme Industries Ltd,Active,A ,2.0,INE195A01028,Equity,,,,,
,,,,,,,724,509945,Thacker & Co. Ltd.,THACKER,Thacker & Company Ltd,Active,X ,1.0,INE077P01034,Equity,,,,,
,,,,,,,725,509953,Trade Wings Ltd.,TRADWIN,Trade Wings Ltd,Active,XT,10.0,INE961E01017,Equity,,,,,
,,,,,,,726,509960,U.P. Hotels Ltd.,UPHOT,UP Hotels Ltd,Active,X ,10.0,INE726E01014,Equity,,,,,
,,,,,,,727,509966,VST Industries Ltd.,VSTIND,VST Industries Ltd,Active,B ,10.0,INE710A01016,Equity,,,,,
,,,,,,,728,510245,Swasti Vinayaka Synthetics Ltd.,SWASTIVI,Swasti Vinayaka Synthetics Ltd,Active,X ,1.0,INE804A01025,Equity,,,,,
,,,,,,,729,511000,Madhusudan Securities Ltd,MADHUSE,Madhusudan Securities Ltd,Active,X ,10.0,INE856D01011,Equity,,,,,
,,,,,,,730,511012,Yamini Investments Company Limited,YAMNINV,Yamini Investments Company Ltd,Active,XT,1.0,INE457N01025,Equity,,,,,
,,,,,,,731,511016,Premier Capital Services Ltd.,PREMCAP,Premier Capital Services Ltd,Active,XT,1.0,INE946K01023,Equity,,,,,
